"","...1","Name","Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","New_Price","Price"
"1231",1270,"Honda City i-VTEC CVT VX","Kochi",2018,22974,"Petrol","Automatic","First",18,1497,117.3,5,15.55,11.97
"1232",1272,"Toyota Fortuner 2.8 2WD MT","Ahmedabad",2015,65012,"Diesel","Manual","First",14.24,2755,174.5,7,32.45,18.9
"1233",1273,"Hyundai Grand i10 Sportz","Ahmedabad",2017,17125,"Petrol","Manual","First",18.9,1197,82,5,11.665,5.4
"1234",1274,"Maruti Eeco 7 Seater Standard","Hyderabad",2015,90413,"Petrol","Manual","First",15.1,1196,73,7,4.83,2.95
"1235",1275,"Volkswagen Polo Petrol Highline 1.2L","Bangalore",2013,37000,"Petrol","Manual","First",16.47,1198,73.9,5,11.665,5.1
"1236",1276,"Maruti Wagon R LXI Minor","Jaipur",2006,65000,"Petrol","Manual","First",18.9,1061,67,5,11.665,1.5
"1237",1277,"Honda City 1.5 V MT","Bangalore",2011,66000,"Petrol","Manual","First",17,1497,118,5,11.665,4.9
"1238",1278,"Honda Civic 2010-2013 1.8 S MT","Mumbai",2010,86000,"Petrol","Manual","First",14.8,1799,130.2,5,11.665,2.9
"1239",1279,"Honda City 1.5 EXI","Pune",2005,98437,"Petrol","Manual","First",13,1493,100,5,11.665,1.15
"1240",1280,"Hyundai i20 1.2 Magna","Kolkata",2010,18000,"Petrol","Manual","First",18.5,1197,80,5,11.665,2.3
"1241",1281,"Hyundai Grand i10 CRDi Sportz Celebration Edition","Kochi",2018,35070,"Diesel","Manual","First",24,1120,70,5,11.665,5.99
"1242",1282,"Volkswagen Vento Petrol Highline AT","Pune",2011,42000,"Petrol","Automatic","Third",14.4,1598,103.6,5,11.665,3.4
"1243",1283,"Hyundai i10 Sportz 1.2","Kolkata",2009,40000,"Petrol","Manual","First",20.36,1197,78.9,5,11.665,1.7
"1244",1284,"Hyundai i20 Asta","Kolkata",2009,43000,"Petrol","Manual","First",17,1197,80,5,11.665,1.99
"1245",1285,"Chevrolet Beat LS","Pune",2012,65000,"Petrol","Manual","First",18.6,1199,79.4,5,11.665,2.5
"1246",1286,"Volkswagen Polo Diesel Highline 1.2L","Hyderabad",2013,74000,"Diesel","Manual","First",22.07,1199,73.9,5,11.665,4.85
"1247",1287,"Ford Figo Petrol LXI","Hyderabad",2010,51192,"Petrol","Manual","First",15.6,1196,70,5,11.665,2.65
"1248",1288,"Audi TT 2.0 TFSI","Kochi",2014,14262,"Petrol","Automatic","First",9.9,1984,207.8,2,11.665,27.35
"1249",1289,"Honda City i DTEC VX","Jaipur",2015,66339,"Diesel","Manual","Second",25.1,1498,98.6,5,11.665,6.9
"1250",1290,"Ford Figo Diesel Titanium","Hyderabad",2013,90200,"Diesel","Manual","First",20,1399,68.05,5,11.665,3.5
"1251",1291,"Toyota Innova 2.5 ZX Diesel 7 Seater","Delhi",2015,57854,"Diesel","Manual","First",12.99,2494,100.6,7,11.665,12.5
"1252",1292,"Maruti Ciaz 1.4 AT Alpha","Delhi",2017,32000,"Petrol","Automatic","First",19.12,1373,91.1,5,11.665,9.2
"1253",1293,"Hyundai Grand i10 AT Asta","Mumbai",2015,29631,"Petrol","Automatic","First",18.9,1197,82,5,11.665,4.9
"1254",1294,"Honda City 1.3 DX","Delhi",2009,55005,"Petrol","Manual","First",12.8,NA,NA,NA,11.665,3.2
"1255",1295,"Ford EcoSport 1.0 Ecoboost Titanium Plus BE","Kochi",2014,54173,"Petrol","Manual","First",18.88,999,123.24,5,11.665,5.55
"1256",1296,"Skoda Octavia Ambition 1.8 TSI AT","Ahmedabad",2014,50000,"Petrol","Automatic","First",14.7,1798,177.6,5,11.665,13.5
"1257",1297,"Fiat Linea Emotion (Diesel)","Kolkata",2010,145000,"Diesel","Manual","First",20.4,1248,91.7,5,11.665,2.6
"1258",1298,"Maruti Swift Lxi BSIII","Jaipur",2015,78000,"Petrol","Manual","First",16.1,1298,88.2,5,11.665,4.5
"1259",1299,"Land Rover Discovery 4 TDV6 SE","Delhi",2013,65000,"Diesel","Automatic","Second",11.8,2993,180,7,11.665,34
"1260",1300,"Toyota Innova 2.5 V Diesel 7-seater","Hyderabad",2012,120000,"Diesel","Manual","First",12.8,2494,102,7,11.665,12
"1261",1301,"Maruti Swift LDI","Mumbai",2015,14000,"Diesel","Manual","First",28.4,1248,74,5,7.13,5.25
"1262",1302,"Audi A6 2011-2015 2.0 TDI Premium Plus","Kochi",2014,57456,"Diesel","Automatic","First",17.68,1968,174.33,5,11.665,21.56
"1263",1303,"BMW 5 Series 520d Luxury Line","Coimbatore",2012,44450,"Diesel","Automatic","First",22.48,1995,190,5,71.82,24.68
"1264",1304,"Hyundai i20 Magna Optional 1.2","Delhi",2013,63777,"Petrol","Manual","First",18.5,1197,82.9,5,11.665,3.67
"1265",1305,"BMW X1 M Sport sDrive 20d","Mumbai",2016,31000,"Diesel","Automatic","First",17.05,1995,190,5,50.97,29.5
"1266",1306,"Toyota Etios G","Delhi",2012,60000,"Petrol","Manual","First",17.6,1496,88.73,5,11.665,3.1
"1267",1307,"Tata Indigo LX","Ahmedabad",2015,78008,"Diesel","Manual","First",17,1405,70,5,11.665,2.9
"1268",1308,"Mercedes-Benz M-Class ML 350 4Matic","Bangalore",2014,33000,"Diesel","Automatic","Second",0,2987,165,5,11.665,43
"1269",1309,"Volkswagen Beetle 2.0","Mumbai",2009,27078,"Petrol","Automatic","First",10.98,1984,114.4,4,11.665,15.95
"1270",1310,"Volkswagen Polo GT TDI","Hyderabad",2011,57275,"Diesel","Manual","First",19.7,1598,103.6,5,11.665,4.5
"1271",1311,"Hyundai Grand i10 CRDi Magna","Delhi",2014,45000,"Diesel","Manual","First",24,1120,70,5,11.665,3.49
"1272",1312,"Maruti Swift VDI BSIV","Delhi",2014,57319,"Diesel","Manual","First",25.2,1248,74,5,11.665,4.25
"1273",1313,"Hyundai Verna CRDi 1.4 E","Chennai",2008,121097,"Diesel","Manual","Second",24,1396,88.76,5,10.73,1.9
"1274",1314,"BMW 5 Series 2003-2012 525d","Mumbai",2011,89000,"Diesel","Automatic","First",16.73,1995,218,5,11.665,16.57
"1275",1315,"Honda City 1.5 S MT","Bangalore",2012,72000,"Petrol","Manual","First",17,1497,118,5,11.665,5.75
"1276",1316,"Audi A4 2.0 TDI","Delhi",2013,36000,"Diesel","Automatic","Second",16.55,1968,147.51,5,11.665,14
"1277",1317,"Fiat Linea Classic Plus 1.3 Multijet","Jaipur",2013,86000,"Diesel","Manual","Second",19.5,1248,75,5,9.5,2.5
"1278",1318,"Honda City 1.3 EXI","Ahmedabad",2002,85000,"Petrol","Manual","First",13,1343,90,5,11.665,1.2
"1279",1320,"BMW 3 Series 320d Luxury Line","Kochi",2013,37613,"Diesel","Automatic","First",22.69,1995,190,5,52.46,13.95
"1280",1321,"Ford Fiesta 1.4 Duratec EXI","Chennai",2007,1e+05,"Petrol","Manual","First",16.6,1388,68,5,11.665,1.6
"1281",1322,"Tata Nano XTA","Coimbatore",2016,5240,"Petrol","Automatic","First",21.9,624,37.48,4,11.665,3.6
"1282",1324,"Maruti Ignis 1.2 Delta","Coimbatore",2019,16862,"Petrol","Manual","First",20.89,1197,81.8,5,6.07,6.06
"1283",1325,"Maruti Swift Dzire ZXi","Coimbatore",2013,59254,"Petrol","Manual","Second",17.5,1298,85.8,5,11.665,5.29
"1284",1326,"Ford Ecosport 1.5 DV5 MT Titanium","Jaipur",2014,60000,"Diesel","Manual","First",22.7,1498,89.84,5,11.665,5.75
"1285",1327,"Maruti Swift 1.3 ZXI","Hyderabad",2015,50295,"Petrol","Manual","First",16.1,NA,NA,NA,11.665,5.8
"1286",1328,"Maruti Swift Dzire VXI","Coimbatore",2014,47674,"Petrol","Manual","First",19.1,1197,85.8,5,11.665,5.72
"1287",1329,"Hyundai i10 Sportz AT","Kochi",2014,61517,"Petrol","Automatic","First",16.95,1197,78.9,5,11.665,4.39
"1288",1330,"Mahindra XUV500 W6 2WD","Coimbatore",2016,62946,"Diesel","Manual","First",15.1,2179,140,7,11.665,11.05
"1289",1331,"Hyundai i20 Magna 1.4 CRDi","Delhi",2015,66823,"Diesel","Manual","Second",22.54,1396,88.73,5,11.665,4.83
"1290",1333,"Hyundai i20 Asta 1.4 CRDi","Chennai",2012,107000,"Diesel","Manual","Second",21.27,1396,88.76,5,11.665,4.5
"1291",1334,"BMW 7 Series 730Ld","Mumbai",2011,55000,"Diesel","Automatic","Second",16.46,2993,258,5,11.665,19.5
"1292",1335,"Skoda Rapid 1.6 MPI AT Style Plus","Mumbai",2017,24000,"Petrol","Automatic","First",14.3,1598,103.52,5,11.665,8.75
"1293",1336,"Audi Q7 45 TDI Quattro Technology","Mumbai",2016,20002,"Diesel","Automatic","First",14.75,2967,245,7,11.665,67
"1294",1337,"Honda City i VTEC VX","Kochi",2016,54317,"Petrol","Manual","First",17.4,1497,117.3,5,11.665,8.4
"1295",1338,"Hyundai Xcent 1.2 Kappa SX","Mumbai",2016,10200,"Petrol","Manual","First",19.1,1197,82,5,11.665,4.99
"1296",1339,"Honda City i DTec E","Coimbatore",2016,24337,"Diesel","Manual","First",26,1498,98.6,5,11.665,8.18
"1297",1340,"Honda Brio S Option MT","Pune",2012,79000,"Petrol","Manual","First",18.4,1198,86.8,5,11.665,2.9
"1298",1341,"Maruti Ciaz ZDi Plus SHVS","Jaipur",2015,40500,"Diesel","Manual","First",28.09,1248,88.5,5,11.665,7.1
"1299",1342,"Maruti Swift Dzire VDI Optional","Pune",2016,23000,"Diesel","Manual","First",26.59,1248,74,5,11.665,7.05
"1300",1343,"Honda CR-V 2.4L 4WD AT","Pune",2015,63050,"Petrol","Automatic","First",11.1,2354,158.8,5,11.665,17.5
"1301",1344,"Toyota Corolla Altis 2008-2013 1.8 VL AT","Mumbai",2008,78000,"Petrol","Automatic","Second",14.53,1794,138.1,5,11.665,3.41
"1302",1346,"Honda City 1.5 V MT","Coimbatore",2012,66245,"Petrol","Manual","First",17,1497,118,5,11.665,5.68
"1303",1347,"Mahindra Scorpio LX BS IV","Bangalore",2007,74112,"Diesel","Manual","First",12.05,2179,120,9,11.665,4.1
"1304",1348,"Skoda Laura 1.8 TSI Ambiente","Delhi",2011,87670,"Petrol","Manual","First",13.4,1798,157.8,5,11.665,4
"1305",1349,"BMW 3 Series 320d Sport Line","Hyderabad",2015,10000,"Diesel","Automatic","First",18.88,1995,184,5,11.665,30
"1306",1350,"Maruti SX4 Zxi BSIII","Chennai",2007,62493,"Petrol","Manual","First",15,1586,104.68,5,11.665,1.8
"1307",1351,"Maruti Ciaz VXi Plus","Kochi",2015,44620,"Petrol","Manual","First",20.73,1373,91.1,5,11.665,6.93
"1308",1352,"Land Rover Range Rover 3.6 TDV8 Vogue SE Diesel","Bangalore",2012,66538,"Diesel","Automatic","First",10.2,4367,308,7,11.665,70
"1309",1353,"Toyota Innova 2.5 G (Diesel) 7 Seater BS IV","Ahmedabad",2013,60000,"Diesel","Manual","First",12.99,2494,100,7,11.665,7.9
"1310",1354,"Hyundai Santro Xing GL","Kochi",2011,20842,"Petrol","Manual","First",0,1086,62,5,11.665,2.78
"1311",1355,"Hyundai Santa Fe 4WD AT","Chennai",2014,110000,"Diesel","Automatic","First",13.01,2199,194.3,7,11.665,14.4
"1312",1356,"Mercedes-Benz New C-Class C250 Avantgarde","Mumbai",2011,45000,"Petrol","Automatic","Second",11.74,1796,186,5,11.665,13.5
"1313",1358,"Maruti Alto LXi","Coimbatore",2012,49008,"Petrol","Manual","First",19.7,796,46.3,5,11.665,2.88
"1314",1359,"Maruti Alto 800 2016-2019 LXI","Kolkata",2016,31000,"Petrol","Manual","First",24.7,796,47.3,5,11.665,2.15
"1315",1360,"Nissan Sunny 2011-2014 XV","Pune",2013,8000,"Petrol","Manual","First",16.95,1498,97.7,5,11.665,3.75
"1316",1361,"Maruti Alto 800 2016-2019 VXI","Mumbai",2019,171,"Petrol","Manual","First",24.7,796,47.3,5,11.665,3.6
"1317",1362,"Maruti Alto K10 VXI","Kolkata",2018,2100,"Petrol","Manual","First",24.07,998,67.1,5,4.33,3.6
"1318",1363,"Hyundai Grand i10 1.2 Kappa Sportz AT","Coimbatore",2018,20667,"Petrol","Automatic","First",18.9,1197,81.86,5,8.63,7.55
"1319",1364,"Honda Mobilio S i DTEC","Kolkata",2015,50000,"Diesel","Manual","First",24.2,1498,98.6,7,11.665,4.7
"1320",1365,"Tata Manza Aqua Quadrajet","Jaipur",2010,100030,"Diesel","Manual","Second",18.8,1248,90,5,11.665,1.6
"1321",1366,"Chevrolet Optra Magnum 2.0 LT","Pune",2011,75372,"Diesel","Manual","First",16.52,1991,123.7,5,11.665,3.34
"1322",1367,"Honda City i VTEC CVT VX","Kochi",2016,60475,"Petrol","Automatic","First",18,1497,117.3,5,11.665,9.1
"1323",1368,"Hyundai Grand i10 1.2 Kappa Sportz","Kochi",2019,18453,"Petrol","Manual","First",18.9,1197,81.86,5,6.68,6.17
"1324",1369,"Hyundai Verna CRDi 1.6 SX","Hyderabad",2008,96578,"Diesel","Manual","First",22,1582,126.2,5,14.07,2.5
"1325",1370,"Nissan Micra XL","Kolkata",2016,31001,"Petrol","Manual","First",18.44,1198,75,5,11.665,3
"1326",1371,"Hyundai Verna 1.6 SX","Jaipur",2012,65900,"Diesel","Manual","First",22.32,1582,126.32,5,11.665,5.75
"1327",1372,"Hyundai Creta 1.6 VTVT E Plus","Bangalore",2017,26246,"Petrol","Manual","First",15.29,1591,121.3,5,11.665,10.75
"1328",1373,"Maruti Wagon R VXI BS IV","Jaipur",2013,62700,"Petrol","Manual","Second",20.51,998,67.04,5,11.665,2.85
"1329",1374,"Honda Accord 2.4 Elegance A/T","Chennai",2008,90000,"Petrol","Automatic","First",10.2,2354,180,5,11.665,6.5
"1330",1375,"Honda City 1.5 S AT","Bangalore",2016,36000,"Petrol","Automatic","First",16.8,1497,118,5,11.665,9.45
"1331",1376,"Maruti Baleno Alpha 1.3","Delhi",2016,46000,"Diesel","Manual","First",27.39,1248,74,5,11.665,6.75
"1332",1377,"Honda City i DTec V","Coimbatore",2017,73003,"Diesel","Manual","First",26,1498,98.6,5,11.665,7.75
"1333",1378,"Hyundai i20 Era 1.4 CRDi","Kochi",2014,46566,"Diesel","Manual","First",22.54,1396,88.76,5,11.665,4.4
"1334",1379,"Mercedes-Benz E-Class 2015-2017 E350 Edition E","Jaipur",2015,41493,"Diesel","Automatic","First",13,2987,265,5,11.665,42
"1335",1380,"Nissan Terrano XV 110 PS","Kochi",2014,103788,"Diesel","Manual","First",19.01,1461,108.5,5,11.665,5.67
"1336",1381,"Renault Duster 110PS Diesel RxZ AMT","Bangalore",2016,45000,"Diesel","Automatic","First",19.6,1461,108.45,5,15.05,11.5
"1337",1382,"Maruti Wagon R LXI Minor","Pune",2009,120000,"Petrol","Manual","First",18.9,998,67.1,5,11.665,1.69
"1338",1383,"Hyundai Getz 1.5 CRDi GVS","Jaipur",2009,97359,"Diesel","Manual","Second",17.1,1493,110,5,11.665,1.8
"1339",1384,"Maruti Ritz LXi","Mumbai",2016,62000,"Petrol","Manual","First",18.5,1197,85.8,5,11.665,3.2
"1340",1385,"Honda City 1.5 GXI","Pune",2004,115000,"Petrol","Manual","Second",0,NA,NA,NA,11.665,1.5
"1341",1386,"BMW 5 Series 520d Sport Line","Kochi",2019,18373,"Diesel","Automatic","First",22.48,1995,187.74,5,11.665,45.86
"1342",1387,"Volkswagen Polo 1.2 MPI Highline","Hyderabad",2016,60453,"Petrol","Manual","First",16.47,1198,74,5,11.665,5.1
"1343",1389,"Ford Figo Petrol ZXI","Mumbai",2010,69009,"Petrol","Manual","Second",15.6,1196,70,5,11.665,2.4
"1344",1390,"BMW 3 Series 320d Luxury Line","Hyderabad",2013,30000,"Diesel","Automatic","First",18.88,1995,184,5,11.665,22
"1345",1391,"Hyundai Verna 1.6 SX CRDi (O)","Delhi",2012,70707,"Diesel","Manual","First",22.32,1582,126.32,5,11.665,4.28
"1346",1392,"Renault Duster 85PS Diesel RxL","Coimbatore",2015,64677,"Diesel","Manual","First",20.45,1461,83.8,5,11.665,5.67
"1347",1393,"Hyundai Grand i10 1.2 Kappa Magna AT","Bangalore",2018,3000,"Petrol","Automatic","First",18.9,1197,81.86,5,7.98,6.2
"1348",1394,"BMW X1 sDrive20d","Bangalore",2013,49000,"Diesel","Automatic","Second",17.05,1995,184,5,11.665,14.49
"1349",1395,"Maruti Ritz VDi","Pune",2010,71000,"Diesel","Manual","First",21.1,1248,73.9,5,11.665,3
"1350",1396,"Hyundai i10 Era 1.1 iTech SE","Jaipur",2010,52000,"Petrol","Manual","Second",19.81,1086,68.05,5,11.665,2.25
"1351",1397,"BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater","Kochi",2016,35659,"Diesel","Automatic","First",15.97,2993,258,7,11.665,43.78
"1352",1398,"Honda City V MT Exclusive","Kochi",2019,5377,"Petrol","Manual","First",16.8,1497,116.3,5,11.665,11.45
"1353",1399,"Mahindra Ssangyong Rexton RX7","Delhi",2014,65000,"Diesel","Automatic","First",11.18,2696,184,7,11.665,10.5
"1354",1400,"Ford Ecosport 1.5 DV5 MT Titanium Optional","Coimbatore",2015,92708,"Diesel","Manual","First",22.7,1498,89.84,5,11.665,7.48
"1355",1401,"Maruti Alto LXi","Coimbatore",2010,48105,"Petrol","Manual","First",19.7,796,46.3,5,11.665,3.1
"1356",1402,"Volkswagen Polo 1.2 MPI Highline","Mumbai",2011,46759,"Petrol","Manual","First",16.47,1198,74,5,11.665,2.55
"1357",1403,"Volkswagen Polo Diesel Comfortline 1.2L","Jaipur",2013,62000,"Diesel","Manual","First",22.07,1199,73.9,5,11.665,3.5
"1358",1404,"Volkswagen Polo Diesel Highline 1.2L","Kolkata",2012,35175,"Diesel","Manual","First",22.07,1199,73.9,5,11.665,2.59
"1359",1405,"Maruti Ertiga ZDI","Kolkata",2013,70000,"Diesel","Manual","First",20.77,1248,88.8,7,11.665,5.45
"1360",1406,"Ford EcoSport 1.5 TDCi Ambiente","Kolkata",2017,30000,"Diesel","Manual","First",22.77,1498,98.59,5,11.665,6
"1361",1407,"Toyota Innova Crysta 2.8 ZX AT","Kolkata",2016,66618,"Diesel","Automatic","First",11.36,2755,171.5,7,24.82,15.49
"1362",1408,"BMW 5 Series 523i Sedan","Mumbai",2010,69300,"Petrol","Automatic","Second",10.8,2497,150,5,11.665,12.5
"1363",1409,"Maruti Swift Dzire Tour LDI","Kolkata",2017,148000,"Diesel","Manual","First",23.4,1248,74,5,11.665,4.75
"1364",1410,"Ford Ecosport 1.0 Ecoboost Platinum Edition","Mumbai",2017,22000,"Petrol","Manual","First",18.88,999,123.24,5,11.665,7.85
"1365",1411,"Hyundai Verna CRDi SX","Ahmedabad",2013,75000,"Diesel","Manual","First",16.8,1493,110,5,11.665,6
"1366",1412,"Tata Zest Revotron 1.2T XM","Mumbai",2016,43706,"Petrol","Manual","First",17.57,1193,88.7,5,7.63,4
"1367",1413,"Audi A7 2011-2015 3.0 TDI Quattro","Mumbai",2011,42000,"Diesel","Automatic","First",14.4,2967,241.4,5,11.665,28.75
"1368",1414,"Tata Indica Vista Quadrajet VX","Pune",2012,65000,"Diesel","Manual","First",22.3,1248,74,5,11.665,2.5
"1369",1415,"Maruti Swift Dzire VDI","Delhi",2015,76128,"Diesel","Manual","First",26.59,1248,74,5,11.665,5.5
"1370",1416,"Fiat Linea Emotion","Kolkata",2010,39852,"Petrol","Manual","First",16,1368,90,5,11.665,1.59
"1371",1417,"Hyundai i20 1.2 Spotz","Mumbai",2017,18673,"Petrol","Manual","First",18.6,1197,81.83,5,11.665,6.22
"1372",1418,"Hyundai EON Era Plus","Kolkata",2016,11583,"Petrol","Manual","First",21.1,814,55.2,5,11.665,2.75
"1373",1420,"Mercedes-Benz GLA Class 200 CDI SPORT","Pune",2017,50000,"Diesel","Automatic","First",17.9,2143,136,5,11.665,25
"1374",1421,"Maruti Celerio VXI","Delhi",2014,77000,"Petrol","Manual","First",23.1,998,67.04,5,11.665,2.8
"1375",1422,"Chevrolet Beat LT","Mumbai",2014,54890,"Petrol","Manual","Second",17.8,1199,76.8,5,11.665,2.45
"1376",1423,"Honda Jazz 1.2 V AT i VTEC Privilege","Pune",2016,21000,"Petrol","Automatic","First",19,1199,88.7,5,11.665,6.35
"1377",1424,"BMW 3 Series 320d Highline","Mumbai",2009,58557,"Diesel","Automatic","Third",16.07,1995,181,5,11.665,8
"1378",1425,"Renault Duster 110PS Diesel RxL","Bangalore",2014,70000,"Diesel","Manual","First",19.01,1461,108.45,5,11.665,8.25
"1379",1426,"Ford Figo 2015-2019 1.5P Titanium AT","Mumbai",2017,16000,"Petrol","Automatic","First",17.01,1499,110.4,5,11.665,5.95
"1380",1427,"Toyota Innova Crysta 2.4 VX MT","Kochi",2018,8899,"Diesel","Manual","First",13.68,2393,147.8,7,22.86,19.92
"1381",1428,"Chevrolet Beat Diesel LS","Kochi",2016,83629,"Diesel","Manual","First",25.44,936,56.3,5,11.665,3.15
"1382",1429,"Volkswagen Polo GTI","Chennai",2014,35059,"Petrol","Automatic","First",17.21,1798,189,4,11.665,5.75
"1383",1430,"Ford Endeavour 3.2 Trend AT 4X4","Kochi",2018,30552,"Diesel","Automatic","First",10.91,3198,197.2,7,11.665,32.44
"1384",1431,"Hyundai Verna 1.6 SX CRDI (O) AT","Kochi",2016,44875,"Diesel","Automatic","Second",22.32,1582,126.32,5,11.665,8.01
"1385",1432,"Ford Figo 2015-2019 1.2P Titanium Opt MT","Coimbatore",2017,25095,"Petrol","Manual","First",18.16,1196,86.8,5,11.665,6.48
"1386",1433,"Maruti 800 AC","Jaipur",2007,59000,"Petrol","Manual","First",16.1,796,37,4,11.665,0.75
"1387",1434,"Honda City i DTEC V","Kolkata",2014,36000,"Diesel","Manual","First",26,1498,98.6,5,11.665,5
"1388",1435,"Mahindra XUV500 W8 2WD","Mumbai",2012,37000,"Diesel","Manual","First",16,2179,140,7,11.665,7.75
"1389",1436,"Ford Figo Diesel ZXI","Chennai",2010,90000,"Diesel","Manual","First",20,1399,68,5,11.665,2.6
"1390",1437,"Ford EcoSport 1.5 Petrol Titanium","Pune",2018,17000,"Petrol","Manual","First",17,1497,121.36,5,11.06,9.2
"1391",1438,"Hyundai i20 Asta 1.2","Mumbai",2015,42575,"Petrol","Manual","First",18.6,1197,81.83,5,11.665,5.05
"1392",1439,"Toyota Innova 2.5 G (Diesel) 7 Seater BS IV","Hyderabad",2012,131000,"Diesel","Manual","First",12.99,2494,100,7,11.665,9.6
"1393",1440,"Renault Duster 85PS Diesel RxL Optional","Mumbai",2013,74000,"Diesel","Manual","First",20.46,1461,83.8,5,11.665,5.5
"1394",1441,"Toyota Innova 2.5 VX (Diesel) 8 Seater","Mumbai",2013,47234,"Diesel","Manual","First",12.99,2494,100.6,8,11.665,9.35
"1395",1442,"Honda City 1.5 S MT","Delhi",2009,231673,"Petrol","Manual","First",17,1497,118,5,11.665,2.6
"1396",1443,"Maruti Alto K10 VXI","Hyderabad",2016,10000,"Petrol","Manual","First",24.07,998,67.1,5,4.53,3.5
"1397",1444,"Nissan Micra Active XL Petrol","Kochi",2016,49389,"Petrol","Manual","First",19.49,1198,67.04,5,11.665,4.26
"1398",1445,"Maruti Celerio VXI AT","Chennai",2016,12000,"Petrol","Automatic","Second",23.1,998,67.04,5,11.665,4.25
"1399",1446,"Mercedes-Benz New C-Class 200 Kompressor","Hyderabad",2010,65000,"Petrol","Manual","Second",11.7,1796,178,5,11.665,11.75
"1400",1447,"Ford Fiesta Diesel Style","Chennai",2013,177000,"Diesel","Manual","First",23.5,1498,88.7,5,11.665,3.5
"1401",1448,"Hyundai Verna 1.6 VTVT S","Jaipur",2015,89000,"Petrol","Manual","First",17.01,1591,121.3,5,11.665,7.5
"1402",1449,"Hyundai i20 1.4 Asta (AT)","Chennai",2009,72000,"Petrol","Automatic","Third",15,1396,100,5,11.665,3.25
"1403",1450,"Maruti Swift Dzire VXi","Chennai",2012,49000,"Petrol","Manual","First",17.5,1298,85.8,5,11.665,4.9
"1404",1451,"Mercedes-Benz New C-Class C 220CDIBE Avantgarde Command","Hyderabad",2014,51355,"Diesel","Automatic","First",14.84,2143,170,5,11.665,27
"1405",1452,"Hyundai Elite i20 Petrol Asta","Kochi",2017,13460,"Petrol","Manual","First",18.6,1197,81.86,5,11.665,8.91
"1406",1453,"Hyundai Verna 1.6 VTVT EX AT","Kochi",2014,35642,"Petrol","Automatic","First",17.01,1591,121.4,5,11.665,6.69
"1407",1454,"Chevrolet Cruze LTZ","Kochi",2014,52895,"Diesel","Manual","First",17.3,1998,163.7,5,11.665,6.02
"1408",1455,"Toyota Corolla Altis 1.8 G","Mumbai",2010,93000,"Petrol","Manual","First",14.28,1798,138.03,5,19.39,4.5
"1409",1456,"Maruti A-Star Vxi","Pune",2011,70000,"Petrol","Manual","First",19,998,66.1,5,11.665,2
"1410",1457,"Nissan Micra Diesel XV Premium","Kolkata",2012,32048,"Diesel","Manual","First",23.08,1461,63.1,5,11.665,2.4
"1411",1458,"Tata Nano LX","Pune",2013,4700,"Petrol","Manual","First",25.4,624,37.48,4,11.665,1.2
"1412",1459,"Maruti Swift Dzire Tour LDI","Delhi",2014,71800,"Diesel","Manual","First",23.4,1248,74,5,11.665,2.9
